fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
1997-8,3195,4.8(03),3.0,56.0,0.0,0.0,,946.7(29),1013.0,939.5,19.0,36.5(02),22.8,17.0,0.0,7.0,0.0,21.0,,7.0,12.1(29),176.0,0.0,0.0,1467.0,18.5,8.0,5.0,0.0,21.4,0.0,24.6,30.2,0.0,933.5(07),5.0,2.0,23/15.8(15),0.0,170.0,7.0,,,
1997-9,3195,17.9(25),3.0,56.0,0.0,0.0,,946.9(07),1015.5,941.2,17.1,33.6(10),20.1,9.0,0.0,7.0,2.0,20.0,,7.0,13.4(02),149.0,0.0,0.0,1124.0,32.1,7.0,4.0,0.0,19.3,0.0,22.4,27.8,0.0,934.9(11),3.0,0.0,17/12.5(30),0.0,165.0,7.0,,,
1997-10,3195,6.9(20),7.0,63.0,0.0,0.0,,946.9(09),1015.4,939.7,12.5,28.3(11),18.0,0.0,0.0,9.0,0.0,15.0,,10.0,4.0(30),126.0,0.0,0.0,713.0,14.4,11.0,0.0,0.0,14.6,0.0,17.1,21.6,0.0,931.4(06),5.0,2.0,16/18.6(13),0.0,173.0,6.0,,,
1997-11,3195,50.2(05),13.0,83.0,0.0,5.0,,944.6(30),1011.7,934.2,7.0,17.0(03),11.4,0.0,0.0,0.0,7.0,17.0,,18.0,2.6(23),101.0,1.0,4.0,234.0,198.4,19.0,0.0,0.0,7.0,0.0,9.5,12.0,0.0,905.8(06),15.0,1.0,20/20.8(06),0.0,173.0,7.0,,,
1997-12,3195,12.5(17),14.0,80.0,0.0,9.0,,954.5(24),1017.6,938.9,4.1,16.0(02),9.0,0.0,0.0,2.0,2.0,15.0,,18.0,-1.2(04),82.0,0.0,8.0,221.0,67.9,16.0,0.0,4.0,6.2,2.0,6.9,9.7,0.0,919.3(16),12.0,,,,,6.0,,,
1997-13,3195,50.2(05/nov),83.0,63.0,2.0,21.0,,957.0(03/mar),1016.0,939.9,11.0,36.5(02/ago),22.8,44.0,0.0,78.0,18.0,204.0,,117.0,-1.6(07/ene),114.0,1.0,18.0,10015.0,573.4,121.0,23.0,8.0,1.1,7.0,15.6,20.3,0.0,905.8(06/nov),76.0,,,,,,,,
1998-1,3195,8.4(26),11.0,78.0,0.0,0.0,,951.5(09),1020.6,941.8,4.0,15.5(20),9.0,0.0,0.0,3.0,0.0,17.0,,8.0,-0.2(26),81.0,0.0,0.0,306.0,27.5,9.0,0.0,1.0,5.6,1.0,7.1,10.1,0.0,924.5(31),6.0,2.0,19/16.1(12),0.0,174.0,8.0,,,
1998-2,3195,29.5(02),5.0,70.0,0.0,0.0,,957.1(22),1024.8,946.5,5.9,20.1(17),9.4,0.0,0.0,9.0,1.0,14.0,,6.0,2.2(24),88.0,0.0,0.0,559.0,41.4,6.0,0.0,0.0,7.8,0.0,9.9,13.9,0.0,922.9(03),5.0,1.0,06/15.3(24),0.0,148.0,6.0,,,
1998-3,3195,11.5(28),3.0,57.0,0.0,1.0,,952.2(19),1021.9,944.6,7.6,22.8(21),12.2,0.0,0.0,11.0,1.0,17.0,,4.0,1.3(14),87.0,0.0,1.0,887.0,21.0,5.0,0.0,0.0,11.8,0.0,13.2,18.7,0.0,931.1(29),3.0,2.0,04/15.6(11),0.0,187.0,7.0,,,
1998-4,3195,5.9(14),9.0,64.0,3.0,0.0,,947.1(24),1011.8,934.8,6.5,26.2(25),13.6,0.0,0.0,3.0,0.0,18.0,,13.0,2.0(11),87.0,0.0,0.0,645.0,29.0,10.0,1.0,0.0,9.7,1.0,11.0,15.6,0.0,923.3(10),9.0,7.0,32/24.4(26),0.0,257.0,11.0,,,
1998-5,3195,15.0(15),12.0,65.0,1.0,0.0,,945.7(08),1013.1,937.3,10.8,27.2(18),15.0,0.0,0.0,3.0,5.0,16.0,,21.0,4.8(05),117.0,0.0,0.0,717.0,113.3,23.0,11.0,0.0,14.0,0.0,15.7,20.6,0.0,929.9(02),19.0,,,,,,,,
1998-6,3195,19.6(04),3.0,48.0,0.0,0.0,,949.1(12),1014.5,940.4,16.5,34.0(30),21.5,14.0,0.0,16.0,1.0,11.0,,2.0,9.0(12),133.0,0.0,0.0,1363.0,20.4,4.0,2.0,0.0,21.6,0.0,22.4,28.2,0.0,931.8(30),1.0,0.0,22/15.0(04),0.0,208.0,8.0,,,
1998-7,3195,0.0(--),0.0,41.0,0.0,0.0,,945.5(04),1011.9,938.9,19.8,36.5(24),23.4,24.0,0.0,22.0,0.0,9.0,,0.0,14.0(03),142.0,0.0,0.0,2001.0,0.0,1.0,0.0,0.0,25.6,0.0,26.1,32.4,0.0,933.5(01),0.0,1.0,22/15.6(01),0.0,207.0,8.0,,,
1998-8,3195,14.0(15),1.0,45.0,1.0,0.0,,949.8(03),1013.7,940.4,19.7,36.5(11),23.4,26.0,0.0,11.0,1.0,19.0,,5.0,13.4(03),152.0,0.0,0.0,1937.0,25.1,4.0,5.0,0.0,25.0,0.0,26.1,32.4,0.0,933.9(31),3.0,1.0,06/18.6(02),0.0,182.0,6.0,,,
1998-9,3195,16.8(21),6.0,62.0,0.0,0.0,,945.9(20),1012.6,938.0,15.6,32.0(09),21.6,3.0,0.0,7.0,3.0,17.0,,8.0,9.9(27),144.0,0.0,0.0,1086.0,62.6,10.0,1.0,0.0,16.7,0.0,20.2,24.8,0.0,927.9(25),8.0,2.0,25/21.9(25),0.0,208.0,9.0,,,
1998-10,3195,9.4(05),3.0,66.0,0.0,0.0,,952.1(27),1020.2,943.3,9.4,22.4(12),13.2,0.0,0.0,8.0,0.0,20.0,,5.0,6.0(10),107.0,0.0,0.0,622.0,14.7,5.0,0.0,0.0,13.1,0.0,14.1,18.7,0.0,925.9(04),3.0,1.0,10/16.1(08),0.0,145.0,6.0,,,
1998-11,3195,15.1(03),6.0,71.0,0.0,0.0,,951.4(09),1020.8,942.7,5.7,20.0(10),12.0,0.0,0.0,10.0,1.0,14.0,,2.0,-0.2(22),90.0,0.0,0.0,454.0,20.2,2.0,0.0,1.0,8.0,0.0,9.8,13.8,0.0,929.3(04),2.0,0.0,02/13.6(26),0.0,174.0,7.0,,,
1998-12,3195,8.0(29),3.0,68.0,0.0,3.0,,957.0(14),1023.6,944.2,1.6,14.5(16),6.9,0.0,0.0,11.0,0.0,17.0,,5.0,-2.0(08),65.0,0.0,2.0,388.0,19.4,5.0,0.0,8.0,6.0,0.0,5.9,10.2,0.0,917.0(31),4.0,1.0,11/19.4(31),0.0,134.0,5.0,,,
1998-13,3195,29.5(02/feb),62.0,61.0,5.0,4.0,,957.1(22/feb),1017.5,941.1,10.3,36.5(24/jul),23.4,67.0,0.0,114.0,13.0,189.0,,79.0,-2.0(08/dic),108.0,0.0,3.0,10965.0,394.6,84.0,20.0,10.0,5.6,2.0,15.1,20.0,0.0,917.0(31/dic),63.0,,,,,,,,
1999-1,3195,5.3(22),4.0,69.0,1.0,2.0,5.6,953.4(25),1021.8,942.6,1.9,15.4(29),6.0,0.0,0.0,15.0,0.0,12.0,58.0,4.0,-2.5(12),67.0,0.0,2.0,485.0,14.0,3.0,0.0,7.0,5.2,0.0,6.0,10.1,0.0,917.8(01),3.0,1.0,24/16.4(09),0.0,149.0,6.0,,,
1999-2,3195,3.5(24),2.0,60.0,0.0,0.0,6.9,955.1(03),1022.4,943.6,2.6,19.4(22),8.2,0.0,0.0,7.0,0.0,19.0,65.0,5.0,-3.4(01),66.0,0.0,0.0,483.0,10.5,5.0,0.0,6.0,5.6,0.0,7.6,12.5,0.0,928.3(09),4.0,0.0,02/13.9(09),0.0,178.0,7.0,,,
1999-3,3195,12.2(11),3.0,56.0,1.0,0.0,7.1,948.9(01),1013.9,936.7,5.7,23.4(31),9.6,0.0,0.0,7.0,1.0,21.0,59.0,8.0,1.2(06),75.0,0.0,0.0,800.0,22.5,8.0,1.0,0.0,8.6,0.0,10.8,15.9,0.0,927.7(25),6.0,1.0,27/15.8(27),0.0,233.0,9.0,,,
1999-4,3195,22.6(27),3.0,57.0,0.0,0.0,8.2,950.2(06),1016.0,939.5,8.2,27.3(06),14.6,0.0,0.0,5.0,1.0,22.0,62.0,11.0,1.3(16),93.0,0.0,0.0,965.0,32.6,10.0,1.0,0.0,10.5,1.0,13.7,19.3,0.0,925.7(14),5.0,1.0,33/15.8(08),0.0,225.0,9.0,,,
1999-5,3195,18.4(01),9.0,58.0,0.0,0.0,6.6,947.1(21),1013.6,938.4,12.4,30.6(12),17.8,3.0,0.0,4.0,2.0,18.0,45.0,8.0,6.3(19),124.0,0.0,0.0,1031.0,47.7,8.0,2.0,0.0,13.5,0.0,18.0,23.5,0.0,927.9(17),6.0,3.0,16/18.6(31),0.0,196.0,9.0,,,
1999-6,3195,9.1(01),1.0,52.0,2.0,0.0,11.0,946.5(10),1014.6,940.5,15.6,34.6(30),20.8,12.0,0.0,11.0,0.0,18.0,73.0,5.0,11.3(06),145.0,0.0,0.0,1430.0,23.7,4.0,7.0,0.0,22.4,0.0,22.1,28.5,0.0,933.5(05),5.0,3.0,04/16.4(18),0.0,202.0,8.0,,,
1999-7,3195,9.9(27),1.0,42.0,0.0,0.0,11.1,946.5(07),1010.8,938.0,19.9,37.3(22),23.7,23.0,0.0,17.0,0.0,13.0,75.0,4.0,15.3(13),146.0,0.0,0.0,1990.0,20.4,4.0,3.0,0.0,26.2,0.0,26.3,32.7,0.0,930.6(11),3.0,2.0,17/19.7(26),0.0,201.0,8.0,,,
1999-8,3195,1.4(07),1.0,46.0,0.0,0.0,10.5,943.3(11),1009.9,936.9,19.3,37.2(24),22.5,24.0,0.0,14.0,0.0,16.0,77.0,2.0,14.8(08),153.0,0.0,0.0,1752.0,1.6,4.0,0.0,0.0,24.8,0.0,25.5,31.7,0.0,928.9(07),1.0,1.0,27/16.1(07),0.0,194.0,9.0,,,
1999-9,3195,14.0(18),5.0,61.0,0.0,0.0,7.6,946.6(10),1012.2,937.7,15.0,30.9(12),19.0,3.0,0.0,7.0,1.0,18.0,61.0,9.0,8.9(20),146.0,0.0,0.0,916.0,37.8,10.0,1.0,0.0,17.2,0.0,20.1,25.2,0.0,919.9(19),7.0,1.0,31/15.3(30),0.0,175.0,8.0,,,
1999-10,3195,17.2(19),16.0,72.0,2.0,1.0,4.2,949.8(09),1015.7,939.4,10.9,24.0(02),14.5,0.0,0.0,1.0,4.0,14.0,37.0,16.0,6.9(25),120.0,0.0,1.0,499.0,109.3,14.0,2.0,0.0,12.7,0.0,14.6,18.3,0.0,919.3(20),14.0,1.0,25/16.1(24),0.0,186.0,7.0,,,
1999-11,3195,15.8(12),6.0,71.0,0.0,0.0,6.5,951.8(27),1021.6,943.0,3.8,19.8(01),10.0,0.0,0.0,10.0,2.0,14.0,65.0,6.0,-2.0(22),79.0,0.0,0.0,425.0,32.8,6.0,0.0,3.0,4.9,0.0,7.8,11.8,0.0,931.0(21),3.0,0.0,32/15.0(06),0.0,177.0,7.0,,,
1999-12,3195,14.5(29),8.0,79.0,0.0,11.0,3.9,951.4(18),1024.1,944.7,2.7,14.2(02),9.0,0.0,0.0,6.0,1.0,17.0,42.0,8.0,-2.2(08),77.0,0.0,6.0,263.0,29.1,7.0,0.0,8.0,4.2,1.0,5.9,9.1,0.0,927.1(15),3.0,5.0,24/18.3(27),0.0,188.0,7.0,,,
1999-13,3195,22.6(27/abr),59.0,60.0,6.0,14.0,7.4,955.1(03/feb),1016.4,940.1,9.8,37.3(22/jul),23.7,65.0,0.0,104.0,12.0,202.0,60.0,86.0,-3.4(01/feb),108.0,0.0,9.0,11039.0,382.0,83.0,17.0,24.0,4.2,2.0,14.9,19.9,0.0,917.8(01/ene),60.0,19.0,17/19.7(26/jul),0.0,192.0,8.0,,,
2000-1,3195,12.7(13),5.0,75.0,0.0,3.0,6.3,955.9(30),1025.7,945.8,0.6,15.5(30),3.8,0.0,0.0,15.0,1.0,11.0,65.0,6.0,-2.0(23),65.0,0.0,2.0,308.0,24.7,4.0,0.0,13.0,1.6,2.0,4.8,9.0,0.0,929.0(14),3.0,0.0,04/12.2(10),0.0,144.0,5.0,,,
2000-2,3195,1.8(01),1.0,62.0,0.0,0.0,7.5,956.1(04),1027.6,949.3,5.4,19.5(19),7.4,0.0,0.0,8.0,0.0,20.0,70.0,1.0,2.3(13),82.0,0.0,0.0,582.0,1.8,1.0,0.0,0.0,11.0,0.0,10.8,16.0,0.0,942.9(19),1.0,0.0,31/14.7(16),0.0,141.0,5.0,,,
2000-3,3195,17.9(20),4.0,51.0,0.0,0.0,7.7,953.4(09),1019.6,942.2,6.8,22.8(10),10.1,0.0,0.0,11.0,2.0,16.0,64.0,5.0,0.7(29),72.0,0.0,0.0,914.0,37.2,5.0,1.0,0.0,8.6,0.0,12.1,17.4,0.0,931.1(28),4.0,0.0,05/13.9(19),0.0,198.0,7.0,,,
2000-4,3195,20.4(02),14.0,69.0,1.0,0.0,5.5,944.1(23),1009.3,932.4,6.3,21.7(25),11.1,0.0,0.0,0.0,2.0,16.0,41.0,21.0,2.5(06),91.0,0.0,0.0,578.0,84.9,21.0,1.0,0.0,9.5,0.0,10.7,15.1,0.0,910.5(02),13.0,5.0,26/18.9(19),0.0,246.0,10.0,,,
2000-5,3195,10.7(03),8.0,63.0,0.0,1.0,7.6,944.9(30),1013.5,938.4,12.9,32.6(31),18.5,2.0,0.0,3.0,2.0,20.0,52.0,14.0,8.5(02),134.0,0.0,0.0,890.0,45.6,14.0,3.0,0.0,15.8,0.0,18.1,23.4,0.0,931.3(03),9.0,0.0,31/13.9(26),0.0,167.0,7.0,,,
2000-6,3195,11.1(01),0.0,42.0,0.0,0.0,11.9,947.5(11),1015.4,941.5,16.4,35.6(26),22.0,17.0,0.0,18.0,2.0,12.0,79.0,4.0,10.0(06),124.0,0.0,0.0,1646.0,22.2,4.0,3.0,0.0,19.5,0.0,23.1,29.7,0.0,931.9(08),3.0,0.0,17/14.7(06),0.0,218.0,9.0,,,
2000-7,3195,16.5(16),0.0,42.0,0.0,0.0,12.4,945.3(14),1011.9,938.4,17.5,36.4(31),22.0,19.0,0.0,21.0,1.0,10.0,84.0,3.0,11.8(12),132.0,0.0,0.0,1741.0,18.1,3.0,1.0,0.0,24.2,0.0,23.9,30.3,0.0,931.4(10),2.0,3.0,12/19.4(29),0.0,219.0,9.0,,,
2000-8,3195,0.0(--),0.0,40.0,0.0,0.0,11.4,946.9(04),1013.9,940.3,18.1,36.2(16),23.1,16.0,0.0,16.0,0.0,15.0,83.0,0.0,12.9(06),127.0,0.0,0.0,1743.0,0.0,0.0,0.0,0.0,25.5,0.0,24.4,30.6,0.0,933.0(30),0.0,2.0,26/15.6(01),0.0,193.0,8.0,,,
2000-9,3195,7.4(19),1.0,51.0,0.0,0.0,9.5,946.2(05),1013.5,939.0,14.9,32.0(07),20.4,11.0,0.0,13.0,0.0,16.0,76.0,5.0,8.4(19),131.0,0.0,0.0,1248.0,12.7,5.0,2.0,0.0,18.6,0.0,21.0,27.1,0.0,927.5(19),2.0,1.0,27/15.8(19),0.0,172.0,7.0,,,
2000-10,3195,9.7(11),3.0,59.0,0.0,0.0,6.9,950.5(18),1016.3,940.0,9.9,27.2(04),13.7,0.0,0.0,3.0,0.0,25.0,61.0,5.0,4.6(15),101.0,0.0,0.0,788.0,25.6,5.0,0.0,0.0,13.8,0.0,14.8,19.8,0.0,922.6(11),4.0,1.0,25/18.3(11),0.0,180.0,8.0,,,
2000-11,3195,23.5(22),9.0,77.0,0.0,1.0,4.4,947.0(27),1015.7,937.7,5.3,16.6(26),11.6,0.0,0.0,3.0,4.0,18.0,44.0,16.0,1.0(09),89.0,0.0,1.0,347.0,89.4,16.0,0.0,0.0,7.0,0.0,8.8,12.3,0.0,923.0(06),11.0,2.0,23/20.6(06),0.0,202.0,8.0,,,
2000-12,3195,20.2(23),18.0,79.0,0.0,1.0,1.8,954.3(11),1015.7,937.4,4.9,16.5(07),9.4,0.0,0.0,2.0,7.0,11.0,19.0,18.0,-0.5(17),84.0,0.0,1.0,250.0,127.2,19.0,0.0,1.0,7.5,0.0,7.6,10.3,0.0,917.1(27),14.0,2.0,28/20.3(30),0.0,180.0,8.0,,,
2000-13,3195,23.5(22/nov),63.0,59.0,1.0,6.0,7.7,956.1(04/feb),1016.5,940.2,9.9,36.4(31/jul),23.1,65.0,0.0,113.0,21.0,190.0,62.0,98.0,-2.0(23/ene),103.0,0.0,4.0,11035.0,489.4,97.0,11.0,14.0,1.6,2.0,15.0,20.1,0.0,910.5(02/abr),66.0,16.0,23/20.6(06/nov),0.0,188.0,8.0,,,
2001-1,3195,15.2(11),14.0,79.0,0.0,0.0,3.1,949.8(20),1016.7,938.2,4.2,13.6(05),7.8,0.0,0.0,3.0,3.0,14.0,31.0,20.0,0.5(30),82.0,0.0,0.0,247.0,73.6,19.0,0.0,0.0,4.3,1.0,7.2,10.2,0.0,923.0(28),13.0,2.0,27/18.9(28),0.0,201.0,9.0,,,
2001-2,3195,12.6(07),3.0,67.0,0.0,0.0,6.3,957.9(11),1021.1,942.6,4.2,18.0(12),8.8,0.0,0.0,9.0,1.0,16.0,59.0,8.0,-1.1(26),77.0,0.0,0.0,452.0,31.7,7.0,0.0,1.0,8.5,1.0,8.5,12.8,0.0,924.7(27),5.0,2.0,21/16.1(07),0.0,198.0,8.0,,,
2001-3,3195,16.0(01),11.0,74.0,0.0,0.0,5.0,945.4(13),1011.9,935.2,8.2,24.3(23),12.5,0.0,0.0,2.0,3.0,18.0,41.0,14.0,3.2(01),107.0,0.0,0.0,512.0,72.1,14.0,1.0,0.0,6.4,0.0,12.3,16.2,0.0,911.4(02),10.0,6.0,22/20.0(02),0.0,240.0,11.0,,,
2001-4,3195,14.2(17),4.0,56.0,0.0,0.0,9.2,950.1(09),1016.3,939.7,7.8,24.2(16),11.6,0.0,0.0,7.0,1.0,19.0,69.0,5.0,3.4(20),91.0,0.0,0.0,940.0,20.7,5.0,0.0,0.0,14.3,0.0,13.7,19.6,0.0,927.3(29),3.0,1.0,07/15.6(14),0.0,224.0,10.0,,,
2001-5,3195,14.8(09),6.0,61.0,2.0,0.0,7.8,948.7(28),1013.9,938.4,11.4,33.2(31),19.5,6.0,0.0,4.0,1.0,21.0,54.0,12.0,3.1(01),120.0,0.0,0.0,911.0,37.1,10.0,2.0,0.0,10.7,0.0,16.8,22.1,0.0,930.9(03),8.0,0.0,23/11.7(15),0.0,170.0,7.0,,,
2001-6,3195,3.8(09),1.0,44.0,0.0,0.0,12.1,947.1(18),1014.0,940.3,16.7,36.4(22),21.4,17.0,0.0,20.0,0.0,9.0,80.0,1.0,10.0(11),136.0,0.0,0.0,1859.0,3.8,1.0,0.0,0.0,21.8,0.0,23.4,30.0,0.0,933.4(08),1.0,0.0,05/12.8(17),0.0,197.0,8.0,,,
2001-7,3195,3.2(08),3.0,41.0,0.0,0.0,10.5,946.6(01),1012.4,938.9,18.0,35.9(23),24.7,19.0,0.0,13.0,0.0,15.0,71.0,2.0,10.5(19),128.0,0.0,0.0,1743.0,3.3,3.0,0.0,0.0,23.5,0.0,24.2,30.4,0.0,929.4(04),1.0,1.0,21/15.3(17),0.0,191.0,8.0,,,
2001-8,3195,0.7(14),2.0,43.0,0.0,0.0,10.6,946.9(06),1013.1,939.8,19.6,36.2(24),24.2,22.0,0.0,8.0,0.0,21.0,77.0,3.0,16.6(19),144.0,0.0,0.0,1654.0,1.5,6.0,2.0,0.0,28.1,0.0,25.6,31.4,0.0,935.0(13),0.0,0.0,31/13.6(13),0.0,181.0,8.0,,,
2001-9,3195,12.3(21),3.0,52.0,0.0,0.0,8.7,945.1(26),1013.2,938.6,14.9,31.5(04),19.9,5.0,0.0,10.0,1.0,17.0,69.0,5.0,10.2(18),126.0,0.0,0.0,1109.0,23.1,6.0,2.0,0.0,16.2,0.0,20.4,25.8,0.0,927.8(23),2.0,0.0,05/15.0(17),0.0,183.0,7.0,,,
2001-10,3195,23.5(19),8.0,72.0,0.0,0.0,5.4,951.8(24),1018.2,942.1,12.3,25.5(02),15.5,0.0,0.0,3.0,2.0,20.0,48.0,13.0,8.6(20),133.0,0.0,0.0,483.0,67.0,13.0,1.0,0.0,14.3,0.0,16.2,20.1,0.0,927.9(20),11.0,1.0,25/17.5(12),0.0,161.0,7.0,,,
2001-11,3195,4.5(15),5.0,61.0,0.0,0.0,6.0,950.7(01),1021.8,943.2,3.9,19.2(01),11.6,0.0,0.0,13.0,0.0,12.0,60.0,7.0,-2.5(11),68.0,0.0,0.0,495.0,12.4,6.0,0.0,1.0,6.6,1.0,8.1,12.3,0.0,933.3(11),4.0,4.0,02/23.9(14),0.0,168.0,6.0,,,
2001-12,3195,7.3(30),8.0,70.0,0.0,6.0,4.9,953.0(05),1023.4,943.5,0.5,14.8(06),5.8,0.0,0.0,14.0,0.0,9.0,52.0,4.0,-5.5(15),60.0,0.0,4.0,296.0,18.0,2.0,0.0,13.0,2.5,2.0,4.2,7.9,0.0,931.1(23),4.0,0.0,01/12.2(14),0.0,124.0,5.0,,,
2001-13,3195,23.5(19/oct),68.0,60.0,2.0,6.0,7.5,957.9(11/feb),1016.3,940.0,10.1,36.4(22/jun),24.7,69.0,0.0,106.0,12.0,191.0,59.0,94.0,-5.5(15/dic),106.0,0.0,4.0,10701.0,364.3,92.0,8.0,15.0,2.5,5.0,15.1,19.9,0.0,911.4(02/mar),62.0,17.0,02/23.9(14/nov),0.0,187.0,8.0,,,
2002-1,3195,12.7(03),10.0,76.0,0.0,5.0,3.8,955.5(11),1027.4,948.1,4.0,16.6(29),8.0,0.0,0.0,3.0,4.0,18.0,38.0,11.0,0.0(16),78.0,0.0,3.0,267.0,57.4,12.0,0.0,1.0,7.5,0.0,7.2,10.3,0.0,933.4(23),9.0,0.0,23/11.4(23),0.0,132.0,6.0,,,
2002-2,3195,10.5(05),4.0,65.0,0.0,2.0,6.6,954.7(19),1023.6,945.1,4.4,19.1(23),7.9,0.0,0.0,12.0,1.0,12.0,62.0,3.0,0.6(20),77.0,0.0,2.0,467.0,14.3,3.0,0.0,0.0,8.7,0.0,9.0,13.6,0.0,931.9(28),3.0,2.0,25/15.6(05),0.0,163.0,7.0,,,
2002-3,3195,18.7(15),12.0,63.0,1.0,1.0,5.8,951.4(21),1016.1,938.8,6.7,26.0(24),11.5,0.0,0.0,8.0,1.0,11.0,48.0,7.0,2.3(03),83.0,0.0,1.0,650.0,51.2,8.0,1.0,0.0,5.0,0.0,11.3,15.8,0.0,927.8(01),5.0,2.0,23/16.4(12),0.0,169.0,7.0,,,
2002-4,3195,13.0(05),5.0,52.0,0.0,0.0,8.4,951.1(22),1012.1,935.8,8.1,28.5(25),14.2,0.0,0.0,8.0,2.0,17.0,62.0,8.0,2.4(04),82.0,0.0,0.0,875.0,47.1,10.0,1.0,0.0,10.6,0.0,13.7,19.3,0.0,913.4(11),7.0,0.0,30/15.0(03),0.0,177.0,7.0,,,
2002-5,3195,18.0(07),8.0,54.0,0.0,0.0,9.0,947.0(14),1013.9,938.0,10.4,29.5(30),17.4,0.0,0.0,5.0,2.0,18.0,62.0,10.0,4.8(04),97.0,0.0,0.0,993.0,46.4,10.0,1.0,0.0,9.6,0.0,15.6,20.7,0.0,927.1(08),7.0,3.0,14/18.9(07),0.0,211.0,9.0,,,
2002-6,3195,16.8(30),4.0,41.0,0.0,0.0,10.6,944.9(21),1013.1,939.3,17.2,36.3(22),23.0,18.0,0.0,12.0,1.0,14.0,70.0,6.0,7.5(07),122.0,0.0,0.0,1698.0,27.6,9.0,4.0,0.0,16.5,0.0,23.5,29.8,0.0,927.9(05),3.0,1.0,16/15.6(26),0.0,197.0,9.0,,,
2002-7,3195,2.2(07),0.0,41.0,0.0,0.0,11.9,946.1(14),1012.7,939.3,18.7,36.0(28),23.3,20.0,0.0,18.0,0.0,13.0,81.0,1.0,13.5(15),133.0,0.0,0.0,1758.0,2.2,2.0,2.0,0.0,24.4,0.0,24.8,30.9,0.0,933.1(31),1.0,0.0,07/14.2(14),0.0,192.0,9.0,,,
2002-8,3195,3.2(26),2.0,44.0,0.0,0.0,9.7,944.1(31),1012.1,938.4,17.8,34.0(13),22.0,18.0,0.0,9.0,0.0,20.0,70.0,4.0,13.5(27),130.0,0.0,0.0,1559.0,6.5,4.0,3.0,0.0,23.0,0.0,23.7,29.6,0.0,932.7(10),2.0,,,,,7.0,,,
2002-9,3195,5.9(30),8.0,58.0,0.0,0.0,7.8,945.8(10),1013.8,938.9,14.6,29.4(01),18.2,0.0,0.0,5.0,0.0,17.0,62.0,10.0,8.0(24),131.0,0.0,0.0,890.0,28.0,10.0,3.0,0.0,18.8,0.0,19.7,24.7,0.0,933.1(23),8.0,0.0,19/13.3(01),0.0,147.0,6.0,,,
2002-10,3195,24.0(08),6.0,74.0,0.0,2.0,5.5,951.0(27),1016.5,940.1,11.0,23.1(06),14.5,0.0,0.0,2.0,3.0,23.0,50.0,12.0,6.8(18),124.0,0.0,0.0,436.0,67.6,12.0,2.0,0.0,12.8,0.0,14.8,18.6,0.0,924.6(09),7.0,,,,,,,,
2002-11,3195,18.1(22),9.0,81.0,0.0,5.0,3.2,951.1(30),1014.9,937.3,6.7,19.6(03),12.2,0.0,0.0,1.0,4.0,20.0,32.0,17.0,2.1(26),99.0,0.0,3.0,282.0,90.9,17.0,0.0,0.0,7.6,0.0,9.9,13.1,0.0,912.7(14),13.0,,,,,,,,
2002-12,3195,12.0(09),12.0,83.0,0.0,2.0,3.0,949.4(01),1018.6,940.3,6.1,14.0(18),11.4,0.0,0.0,2.0,1.0,17.0,31.0,15.0,2.0(08),95.0,0.0,1.0,260.0,62.8,16.0,0.0,0.0,6.6,0.0,8.7,11.2,0.0,924.7(27),10.0,,,,,,,,
2002-13,3195,24.0(08/oct),80.0,61.0,1.0,17.0,7.1,955.5(11/ene),1016.2,940.0,10.5,36.3(22/jun),23.3,56.0,0.0,85.0,19.0,200.0,56.0,104.0,0.0(16/ene),104.0,0.0,10.0,10135.0,502.0,113.0,17.0,1.0,5.0,0.0,15.2,19.8,0.0,912.7(14/nov),75.0,,,,,,,,
2003-1,3195,11.4(05),8.0,72.0,0.0,1.0,5.2,955.5(27),1021.6,942.4,2.6,19.9(27),9.7,0.0,0.0,11.0,1.0,12.0,53.0,12.0,-3.6(13),70.0,0.0,2.0,389.0,44.3,11.0,1.0,9.0,2.9,1.0,6.1,9.6,0.0,924.3(05),8.0,,,,,,,,
2003-2,3195,14.4(25),10.0,68.0,0.0,1.0,4.1,951.0(28),1019.0,940.2,3.1,14.0(03),7.5,0.0,0.0,5.0,2.0,13.0,39.0,9.0,-3.6(18),69.0,0.0,0.0,354.0,47.8,9.0,0.0,6.0,2.0,1.0,6.8,10.5,1.0,926.2(19),6.0,,,,,,,,
2003-3,3195,14.6(27),9.0,58.0,0.0,0.0,6.2,950.1(16),1019.4,942.1,7.7,24.2(13),12.3,0.0,0.0,7.0,2.0,15.0,52.0,6.0,3.8(17),83.0,0.0,0.0,696.0,40.2,8.0,0.0,0.0,11.2,0.0,12.3,16.9,0.0,927.5(30),4.0,,,,,,,,
2003-4,3195,13.4(18),10.0,60.0,0.0,0.0,6.6,945.9(17),1012.9,936.5,8.4,24.7(28),13.1,0.0,0.0,5.0,2.0,15.0,50.0,10.0,3.4(04),93.0,0.0,0.0,711.0,39.2,10.0,1.0,0.0,11.7,0.0,13.4,18.4,0.0,926.3(13),5.0,,,,,,,,
